      1      1   3943    2.0872      191 191   1 190   3 188      0.0000
   111    0.006   -0.058     -0.1797  0.135    17.53     8.55     9.56    26.20
    22    0.021    0.144     -0.1252  0.000    -1.74    -2.48    -0.65     1.00
    22    0.242    0.030      0.2135  0.000     3.70    -4.21     0.66     1.00
    22   -0.502    0.045      0.4462  0.000     1.34    -3.06     0.66     1.00
   111   -0.088    0.280     -0.2410  0.135     3.40    15.69    -0.02    14.20
    22    0.179    0.142      0.2239  0.000    -0.38    -4.46     0.70     1.00
    22    0.239   -0.623      0.6617  0.000    -2.60     4.14     0.70     1.00
   111   -0.049   -0.345      0.1613  0.135    -0.61    -6.02    -0.06     3.00
  -211    0.109    0.793     -1.6273  0.140     3.13    10.87   -11.17    13.80
   111    0.268    0.254     -0.2510  0.135     4.38     5.41    -0.58     1.80
   111    0.876   -0.018     -0.4411  0.135     6.68    -5.54    -1.01     2.60
   111   -0.563   -0.328      0.0700  0.135   -10.48    -4.42     2.35     6.80
   111    0.111   -1.445      0.1552  0.135     0.92    -8.29     0.79     3.40
    22    0.019    0.115     -0.1726  0.000     0.56    -2.10    -1.16     1.40
   111    0.213   -0.555     -0.9976  0.135     2.36    -5.63    -3.00     3.80
   111    0.436    0.110     -0.4680  0.135     8.09     5.66    -7.67    11.20
   111    0.108    0.028      0.0013  0.135     4.80     6.37     1.04     2.00
   211   -0.005   -0.286     -0.0141  0.140     1.93    -6.36     0.66     6.80
    22   -0.198   -0.171      0.4410  0.000    -1.10    -4.77     1.20     1.40
   111   -0.976    0.993     -0.1796  0.135    -8.75     9.37    -1.93    11.40
  -211    0.614   -0.435     -0.2603  0.140     9.84    -2.08    -2.87     6.20
   111    0.212    0.509      0.1534  0.135    -1.42     7.49     0.34     2.00
    22   -0.047    0.075      0.1535  0.000    -1.68    -4.09     1.39     1.60
    22    0.030    0.101     -0.1836  0.000    -4.28    -0.57    -1.39     1.60
    22   -0.208   -0.160     -0.7592  0.000 -.33E+04 0.10E+04 -.26E+05 0.26E+05
   111   -0.754   -0.224      0.1339  0.135    -8.20    -6.96     0.52     9.20
    22   -0.135    0.527      0.9656  0.000     0.95    -2.28     1.39     1.60
   111    0.560   -1.086     -4.0921  0.135     3.90    -3.18   -28.81    30.17
   111    0.001   -0.087      1.8289  0.135     7.64     2.88    32.02    33.39
   111    0.133    0.119     -0.0570  0.135    -0.45    -2.07     2.08     8.20
    22   -0.344   -0.107      0.6738  0.000     3.36     6.45     1.41     1.60
    22    0.366    0.206      0.5482  0.000 0.48E+05 0.15E+05 0.15E+06 0.19E+06
   111    0.187    0.530     -3.4040  0.135    -4.86     5.52   -19.09    19.60
   111    0.003    0.041     -0.2772  0.135 -.20E+06 0.30E+06 -.49E+07 0.50E+07
   111    0.018    0.534     -0.1245  0.135    -5.68     6.05    -1.43     2.80
   111    0.617    0.427     -0.1033  0.135    10.99     0.51    -0.17     5.60
  -211   -0.084   -0.032     -0.7052  0.140     4.89    -2.70   -20.95    21.60
   111   -0.310   -1.240     -0.9118  0.135    -2.34    -9.20    -2.96     5.40
  -211    0.158   -0.176      0.0073  0.140     3.76    -3.93     0.04     1.60
   211    0.068    0.377      0.9410  0.140     5.56     6.74     4.86     5.40
   111   -0.100    0.171     -0.2671  0.135    -1.79    12.34    -5.20    12.40
   111    0.088   -0.610      1.3310  0.135     4.95    -8.86    16.40    19.20
   111    1.274    0.195     -0.3672  0.135    12.96     0.81    -4.77    10.80
  -211   -0.243   -0.221      0.0004  0.140    -3.44    -6.26     0.98     2.60
   111   -0.081    0.445      0.4759  0.135     1.30     7.56     2.93     5.80
  -211   -0.378    0.435     -0.0349  0.140    -4.54     7.05    -0.36     3.60
   111   -0.181   -0.537     -0.4885  0.135     1.25    -5.83    -3.12     6.00
   111    0.203    0.481     -0.4657  0.135     4.79     2.95    -1.94     3.80
   211    0.029    0.039      0.0079  0.140     7.16     5.86     0.83     4.00
   211   -0.339    0.106      0.0113  0.140    -5.47     5.77     1.34     7.80
   111    0.064   -0.120      0.6187  0.135    -0.66    -7.25     3.32     5.40
   111    0.376   -0.186      0.2170  0.135     3.72    -5.87     7.77    12.00
   211   -0.223    0.262     -0.0290  0.140    -5.23     5.68     1.05     7.00
   111    0.133   -0.146      0.0907  0.135     7.93    -0.27     0.22     4.80
   111   -0.113   -0.418     -0.4488  0.135     3.15    -5.37    -5.66     6.40
   211    0.964   -0.456      0.2863  0.140     5.75     2.25     0.82     2.00
   211    0.663    0.536     -2.1811  0.140     4.82     6.04    -3.89     4.20
   111    0.006    0.130      0.2772  0.135     0.38     8.88     5.32     6.40
   111   -0.270    0.549     -1.6115  0.135    -5.14     2.75    -6.28     7.20
   211    0.056   -0.847      1.0647  0.140     2.91    -9.16     8.32    10.60
   111   -0.832   -0.126      0.0076  0.135    -7.42     6.94    -1.15     6.60
   321    0.418    0.313     -0.0466  0.498     7.04     0.33    -0.00     2.00
   211    0.113   -0.362     -1.2644  0.140    -0.42   -13.04   -14.65    17.80
   111    0.225    0.119      0.3997  0.135     9.15     5.36     5.28     9.00
    22   -0.472    0.208      1.3433  0.000     3.72     4.65     1.87     2.00
   111   -0.178    0.024     -0.2078  0.135    -5.84     3.61    -0.18     3.40
   211   -0.270    0.355      0.4409  0.140   -16.55    12.39     8.08    19.20
   111   -0.136    0.289      0.0449  0.135    -7.36    17.31   -11.73    21.80
  -211    0.311   -0.708     -0.3260  0.140     2.49    -5.96    -0.48     2.20
   111   -0.313   -0.080     -0.5562  0.135    -2.71     0.99    -5.86    10.80
   111   -0.681    0.216      0.5617  0.135    -7.42    -0.08     2.46    10.80
  -211    0.294    0.426     -0.3366  0.140    -1.85     6.22    -1.01     2.20
  -321    0.045   -0.424     -0.7551  0.494     4.99    -0.43    -1.55     2.20
   111    0.835    0.469      1.2889  0.135     3.22     7.06     3.40     4.80
   111    0.261    0.100     -0.2137  0.135     6.40     6.45    -4.21     6.60
   111   -0.019   -0.074     -1.0009  0.135 -.20E+06 0.30E+06 -.49E+07 0.50E+07
   111    0.303    0.284      0.2693  0.135     6.84    17.10     3.33    13.60
   111    0.247   -0.203     -0.4263  0.135     8.96     5.02   -10.84    15.40
   111    0.266    0.505     -0.8264  0.135     4.49     8.82    -3.31     5.80
   111    1.168    0.048      0.1369  0.135     4.61     3.17     1.22     4.00
   211    0.009    0.395     -0.1646  0.140    -2.54     7.81    -8.84    16.40
   111    0.042    0.261     -0.1267  0.135    -3.24     9.16    -3.02     6.40
  -211    0.161   -0.189     -0.0308  0.140    -0.86    -8.88   -10.70    18.00
   111   -0.520   -0.602      0.0919  0.135    -7.94    -1.10     3.09     5.80
   321    0.664    0.160     -0.0743  0.494     3.88     5.57    -0.54     2.20
   111   -0.409   -0.080      0.9584  0.135    -7.27     0.59     6.39     7.00
   111    0.281    0.005      0.3354  0.135     0.64     3.05     2.22     9.40
   211    0.617   -0.231      0.5862  0.140     4.34    -5.25     1.37     2.20
   111   -1.446   -0.426      1.5102  0.135    -5.20    -6.63     2.25     3.40
  -321    0.250    0.280     -0.0659  0.498     2.64     7.96    -0.00     2.20
  -211   -0.101    0.112     -0.3873  0.140     1.47     2.62    -9.98    16.40
    22   -0.004   -0.046     -0.0343  0.000    -5.08    -6.75     1.99     3.40
  -211    0.044    0.240     -0.3908  0.140    -5.11    12.95    -8.53    14.00
  -211   -0.104   -0.640      0.1923  0.140    -2.34    -6.47     1.77     2.80
  -211    0.256   -0.266     -0.3145  0.140    12.69    -6.51    -7.08    13.40
    22   -0.117    0.041      0.3751  0.000    -3.11     7.15     2.28     2.40
  -211    0.098   -0.117      0.8055  0.140     2.59    -6.96     4.84     6.20
   211    0.457   -0.683      1.9473  0.140     5.49    -6.17     5.19     5.60
   111   -0.371   -0.178      0.1240  0.135    -4.53    -9.03    -1.15     4.60
   111   -0.126    0.037      0.0308  0.135 -.13E+06 -.58E+05 0.47E+05 0.21E+06
   211   -0.316   -0.104      0.4054  0.140    -6.24     3.60     5.93     6.60
    22   -0.087   -0.141     -0.5156  0.000    -5.28     1.90    -2.28     2.40
  -211   -0.179   -0.094     -0.2164  0.140    -8.82    -8.76   -12.85    16.20
    22    0.029   -0.303     -0.9523  0.000     1.31     1.52    -2.29     2.40
  -211   -0.014    0.309     -0.1061  0.140     3.65    14.46     5.85    18.40
   111    0.086   -0.355      4.8170  0.135     4.37     0.25    24.95    25.20
   111    0.621    0.152      0.0137  0.135     5.41    -1.33    -1.77     5.40
   111   -0.046    0.132     -0.1040  0.135    -9.52     1.16    -3.06     8.00
  3222    0.893   -0.180      1.8055  1.189     5.02    -1.87     1.08     2.40
   111    0.285   -0.065     -2.1746  0.135     4.94    -2.69   -20.96    21.60
   111    0.442   -0.661      1.8836  0.135     5.49    -6.17     5.19     5.60
   211   -0.249   -0.008     -0.0900  0.140    -5.91    -5.91    -2.31     4.00
   111   -0.204    0.051      0.4860  0.135     3.16     7.49    16.15    17.60
  -321   -1.426    0.327     -0.3590  0.494    -5.23     4.33    -0.54     2.40
   111    0.811   -0.021     -0.6181  0.135     8.91    -0.29    -6.27    10.60
   111    0.509    0.055     -0.3219  0.135     7.35     1.25    -0.84     3.60
   111   -0.013   -0.062      0.0490  0.135 -.13E+06 -.58E+05 0.47E+05 0.21E+06
  -211   -0.145   -0.071     -0.3382  0.140    -8.21    -3.02    -2.00     4.00
   111   -0.605    0.157     -0.6316  0.135    -3.68     2.03    -6.34    10.00
   111    0.672    0.737     -0.4854  0.135     7.29     6.30    -2.92     6.60
  -211    0.123   -0.324      0.0316  0.140    -3.25    -6.29     0.22     2.60
   111    0.758   -0.366      0.5278  0.135     5.96    -1.62     1.26     6.20
   211    0.350   -0.195      0.2975  0.140     8.74   -12.67     8.78    18.20
   211   -0.051   -0.140     -0.0347  0.140    -8.28    -3.39    -1.67    11.80
   111    0.543   -0.412      0.1973  0.135     6.52    -5.37     2.18     3.60
   211   -0.141   -0.195      0.2907  0.140     1.62    -5.38     0.19     2.80
   211   -0.587    0.061     -0.5807  0.140    -7.06    -6.95    -6.70     9.40
   111    1.069    0.193     -0.0606  0.135     8.68    -3.28    -0.80     5.80
   211   -0.069    0.516      2.7991  0.140     4.60     1.14    32.64    33.01
   111    0.016    0.706     -0.2826  0.135     2.03     9.03    -4.00    10.20
   111   -0.834    0.182     -0.4114  0.135    -4.34     3.10    -0.57     3.80
   111   -0.326   -0.130      1.3446  0.135    -3.20    -5.89     5.50     5.80
   111    0.022   -0.261     -0.4084  0.135 0.64E+04 -.37E+05 -.15E+06 0.18E+06
   111   -0.279   -0.177      0.3867  0.135    -6.88    -0.38    -0.17     5.20
   111   -0.074   -0.172     -0.1172  0.135    -2.21    -7.77    -3.12     4.60
   211   -0.178    0.328     -0.0098  0.140    -0.91     8.36    -0.75    12.40
   111   -0.001   -0.003     -0.1984  0.135 0.64E+04 -.37E+05 -.15E+06 0.18E+06
   211    0.046   -0.420      0.1313  0.140     2.37    -8.60     9.35    16.80
   111   -0.067    0.580     -0.3379  0.135    -2.03     3.11    -0.60    12.00
   111    0.071   -0.134     -0.0510  0.135     1.59     2.44    -9.85    16.40
   111    0.266   -0.104     -0.1136  0.135     9.82     6.73    -3.01    11.20
   111    0.336   -0.052     -0.4096  0.135    12.71    -6.43    -7.10    13.40
  -211    0.233    0.152     -0.4438  0.140     6.11     0.34    -1.88     2.60
   211   -0.057    0.074      0.5386  0.140    -6.09    -6.68    22.41    24.80
  -211   -0.238   -0.252     -0.1395  0.140    -6.29    -3.46    -0.07     2.80
   211   -0.288   -0.243      2.3762  0.140    -7.85     0.77     6.32     7.40
   111    0.260    0.010      0.2184  0.135     4.91     8.02    -3.25    15.20
  -211    0.289    0.099      0.0793  0.140    12.78    15.15    -2.46    21.80
   211   -0.132   -0.032     -0.1694  0.140    -7.80    -3.24    -1.84     2.80
   111    0.031    0.180     -0.0868  0.135     7.84     6.31    -1.74     8.80
   211    0.021    0.429      0.6947  0.140    -3.74     5.24     3.83     4.40
   211    0.027    0.160      0.1881  0.140     2.28     8.59    -1.85     3.60
   211    0.240    0.033     -0.0014  0.140     3.46    -0.42    -3.80     5.40
  -211    0.413   -0.252      0.0718  0.140     5.75    -4.04    -0.31     9.60
   111   -0.191    0.375     -0.5762  0.135     3.07    10.89   -11.15    13.80
   111    0.181    0.056     -0.2834  0.135    -0.20    -1.60    -4.74     9.20
   111   -0.271    0.010      0.3205  0.135    -2.78    -4.78     1.29     3.40
   111   -0.288   -0.724      1.7122  0.135    -5.60    -9.00    12.50    15.00
   211   -0.105   -0.149     -0.2824  0.140   -10.97     0.51    -4.07    10.40
   111    0.001   -0.965     -0.5047  0.135    -0.80   -11.98    -4.59     9.60
   211    0.359    0.125     -0.2452  0.140     5.48    -3.45    -1.17     2.80
   111   -0.042   -0.004      0.0716  0.135    -6.53     1.10     1.70     2.80
   211   -0.098   -0.597     -1.0561  0.140    -1.21   -20.42   -26.22    32.18
   111   -0.020   -0.693     -1.4615  0.135    -3.37    -6.11    -8.65    10.00
    22    0.009   -0.017      0.0727  0.000 -.17E+04 0.19E+05 0.13E+05 0.33E+05
   111   -0.357   -0.294      0.6974  0.135     1.53   -12.48    14.18    26.80
   111   -0.625   -0.246     -1.1427  0.135    -3.43    -1.33    -3.57     5.20
   211    0.064    0.250     -0.8370  0.140    -7.02     7.35    -9.98    12.20
   111    0.023    0.092      0.0078  0.135     1.48    -5.37     2.38     7.40
  -211   -0.011   -0.151      0.2541  0.140     7.30     2.19     8.32    11.20
  -211   -0.800    0.244     -0.2571  0.140    -3.24     1.42    -0.97     3.00
    22    0.003   -0.143     -0.7310  0.000 -.17E+05 -.17E+05 -.46E+05 0.55E+05
  -211   -0.698    0.234     -0.2408  0.140    -4.41     0.43    -0.44     7.20
    22    0.303   -0.584      0.1838  0.000 0.58E+05 -.91E+05 -.13E+05 0.11E+06
   111   -0.063   -0.627      0.8948  0.135    -0.39    -9.58    12.85    14.00
   211    0.186    0.102      0.0862  0.140     2.87     3.78    -1.31     4.60
   321    0.241   -1.099      0.1562  0.498     0.32    -4.59     0.27     3.00
  -211    0.958   -0.819      0.2827  0.140     2.64    -8.01     1.20     5.20
   211   -0.358   -0.083      1.5088  0.140    -7.30    -0.57    15.27    16.80
   111    0.107   -0.256      0.2739  0.135    -0.98    -5.70     9.22    11.60
   111   -0.147   -0.150     -0.3076  0.135     1.20    -2.11    -7.74    10.00
   111   -0.050   -0.072      0.1581  0.135    -1.32    -6.04     2.10     3.00
   211   -0.216   -0.035     -0.3649  0.140    -6.53     9.36   -11.01    16.20
   111    0.235   -0.111      0.4253  0.135     3.37    -1.20     6.92     9.40
    22   -0.058    0.289      1.1927  0.000    -5.56    -1.29     2.91     3.00
    22   -0.012   -0.113      0.4619  0.000     0.88    -3.04     2.91     3.00
    22    0.368    0.003      0.4812  0.000 0.78E+05 0.81E+03 0.45E+05 0.12E+06
  -211   -0.052   -0.032     -0.8928  0.140    -2.30   -10.41   -16.30    17.20
   111   -0.017    0.335     -0.3580  0.135    -6.44     9.50   -10.99    16.20
  -211    0.195    0.066      0.2286  0.140    -6.10     5.93     8.50    21.60
   111    0.191    0.273     -0.3551  0.135     3.91     5.00    -7.11     9.20
  -211   -0.108    0.273      0.5774  0.140    -6.26    11.41    13.67    19.40
   111    0.015   -0.203      0.2787  0.135    -1.93    -1.70    -0.41     4.40
  -211   -1.148    0.017     -0.3286  0.140    -7.14    -0.98    -0.65     3.20
   111    0.058    0.042      0.5573  0.135     6.60     9.12    12.96    19.20
   211    0.280   -0.177     -0.2006  0.140     5.06     2.07    -1.38     3.20
   211   -0.121    0.099      0.2781  0.140    -5.49     0.81     8.52    13.00
  -321   -0.287   -0.230      0.2901  0.498    -3.98    -2.09     4.39     8.00
   321   -0.160   -0.084      0.6539  0.494    -6.74     1.33     2.34     3.20
  -211    0.058    0.446      0.3755  0.140 0.21E+05 0.23E+06 0.37E+06 0.46E+06
   111    0.530   -0.527     -0.2864  0.135     5.16    -5.97    -3.66     5.80
   111    0.019   -0.136      0.0837  0.135    -6.07     5.08     7.79    20.00
   111   -0.020   -0.105     -0.4880  0.135    -0.98    -8.79   -10.86    18.00
  -211   -0.330    0.116      0.7021  0.140    -6.70    -2.74    10.18    13.40
   111   -0.070    0.312     -0.0221  0.135    -0.55     3.56    -3.05     5.00
   211   -0.197    0.172      0.6515  0.140    -2.45     7.82     5.07     9.00
   111    0.137   -0.327     -0.4252  0.135     4.14    -5.49    -4.75     7.40
 -3322   -1.073    0.846      1.0248  1.315    -5.79     3.78     1.05     3.20
  -211   -0.171   -0.244     -0.0995  0.140     0.22    -9.14     4.60    14.20
   211    0.079    0.203     -0.3664  0.140     5.69     7.41   -19.63    21.80
   211   -0.028    0.430      1.0291  0.140 0.21E+05 0.23E+06 0.37E+06 0.46E+06
   111   -0.182   -0.644     -0.6474  0.135    -2.82    -5.23   -17.47    20.80
   111   -0.919    0.287     -1.4141  0.135    -4.93     1.80    -9.70    11.60
   211   -0.013    0.090      0.0244  0.140     5.47    -4.28    -3.85    14.80
   111   -0.045   -0.045     -0.0501  0.135    -3.59     1.54    -0.65     5.80
   111    0.205   -0.530     -1.0753  0.135     0.48    -7.05    -9.42    12.40
   111   -0.117    0.547     -2.0100  0.135     1.85     5.20   -11.17    11.60
   111    1.173    0.387      0.2890  0.135    12.51     4.44     2.18     9.80
  -211   -0.077    0.087      0.0356  0.140     8.05    -4.79     2.51    16.60
  -211   -0.155    0.297     -0.2158  0.140    -2.47     1.05    -0.59     5.20
  -211   -0.213   -0.169     -0.5095  0.140    -2.18    -7.08   -27.02    28.20
   111   -0.134    0.007     -0.2308  0.135   -21.17    39.45   -32.45    55.90
   111    0.656    0.725     -2.4337  0.135     5.71     7.38   -19.65    21.80
  -211   -0.316   -0.011     -2.3552  0.140    -8.27    -2.54   -16.78    17.20
   211   -0.392    1.108     -0.7041  0.140    -5.41    10.36    -9.23    15.60
  2112    0.290    1.242      1.1669  0.940     2.64     7.73     1.62     3.40
   211   -0.230   -0.164     -0.0996  0.140    -2.53    -7.40     1.02    15.20
   211    0.268    0.003      0.5250  0.140     2.71    -0.59     7.66     9.20
   111   -0.330    0.043      0.5464  0.135    -0.38     2.89    12.58    14.00
  -211   -0.113    0.068     -0.3400  0.140     3.29    -7.17   -12.44    20.40
   111   -0.203    0.245      0.0055  0.135    -2.61     5.07    -0.87     5.80
   211    0.349    0.438     -0.0033  0.140    13.37     4.44     2.81    21.20
   111   -0.127    0.492     -0.5010  0.135    -8.87     5.18    -8.35    12.80
   211   -0.203    0.289     -0.1207  0.140    -4.55     7.02    -2.30     5.80
   211    0.299   -0.026      0.3292  0.140     4.75    -3.83     4.65     8.20
   211    0.100   -0.371      0.1880  0.140     0.30    -8.50     1.22     3.40
   211    0.130   -0.125     -0.1835  0.140     8.93     4.71    -4.94    14.00
   111    0.032    0.145     -0.0887  0.135    -3.46     5.62    -2.21     4.60
  -211    0.044    0.068     -0.5335  0.140     4.33    -0.98    -8.17     9.80
   211   -1.175   -0.152     -0.0250  0.140 -.61E+06 -.55E+05 -.44E+05 0.65E+06
   111   -0.228   -0.026     -0.0470  0.135 -.61E+06 -.55E+05 -.44E+05 0.65E+06
    22   -0.387   -0.069      0.2019  0.000 -.31E+05 0.49E+03 0.64E+05 0.99E+05
  -211    1.103   -0.009      0.4701  0.140    10.23     2.96     2.65     8.00
  -321   -0.391    0.150      0.1847  0.494    -4.91     4.11     1.53     3.40
   111   -0.263   -0.030     -0.1379  0.135    -5.66   -13.37    -7.41    13.20
  2212    0.379    0.934      0.0667  0.938    -0.12     8.74     0.73     4.60
   211    0.160    0.442     -0.3110  0.140     3.00     2.81    -5.29    11.20
   111   -0.167   -0.319      0.6296  0.135     0.45   -12.41     9.40    13.00
  -211    0.137   -0.295      0.1396  0.140     3.26    -4.59    -0.09     9.40
  -211    0.497   -0.459      4.2616  0.140     2.29    -6.56    23.25    24.00
   111   -0.332   -0.535      0.6373  0.135    -0.19    -9.94     8.99    12.80
   211   -0.104   -0.042     -0.3162  0.140    -2.99   -13.37   -14.16    15.60
   111    0.690   -0.727     -1.1309  0.135     4.27    -9.15    -5.96     9.20
   211    0.111    0.336      0.4845  0.140 0.17E+05 0.38E+05 0.89E+05 0.10E+06
   211    0.079   -0.057      0.0179  0.140    -9.54    -9.84     6.74    19.40
   211    0.202   -0.023     -0.3132  0.140     0.36     3.22    -3.01     6.60
   111    0.231   -0.013      0.3042  0.135     3.41    -2.42     2.42     3.40
   321    0.460    0.741     -0.0806  0.498     3.24     3.64    -0.91     3.40
   111   -0.421   -0.898      0.5455  0.135    -3.80    -8.43     2.25     6.00
  -211    0.342   -0.444      0.7962  0.140     5.55    -6.05     3.46     4.00
   111   -0.658   -0.177      0.1294  0.135   -11.99    -4.45     1.47    12.00
  -211    0.445   -0.172      0.1482  0.140     1.06    -9.27     1.38     7.60
   111    0.116    0.094      0.4318  0.135 0.17E+05 0.38E+05 0.89E+05 0.10E+06
  -321   -0.266   -0.253     -0.0200  0.498    -5.63    -2.27    -0.52     3.40
   111   -0.204   -0.272      0.2503  0.135    -3.67    -4.62     4.55     7.00
   111    0.570    0.938     -0.4239  0.135     5.13     7.98    -5.67    10.80
  -211    1.555    0.983     -0.2104  0.140     7.35     1.34    -0.76     3.60
  -321    0.754   -0.581      1.2635  0.498     6.46    -5.33     2.28     3.60
  -211   -0.034    0.361     -0.6902  0.140     2.25     8.57    -2.16     3.60
    22    0.484   -0.589      0.1009  0.000 0.37E+06 -.38E+06 0.19E+06 0.69E+06
  -211   -0.040   -0.566      0.1009  0.140    -2.47    -7.35     7.16    14.20
  -211    0.041    0.187      0.2309  0.140    10.00     5.98    17.68    21.20
   111    0.030    0.058     -0.1130  0.135    -3.29    -0.31     6.81    15.40
   111   -0.003   -0.185     -0.4115  0.135    -3.80    -4.03   -12.28    18.00
   111    0.611   -1.085      2.4213  0.135     0.24    -8.71    14.48    17.20
  -321   -0.420    0.080      1.6607  0.494    -6.51     2.43     3.15     3.60
   111    0.121   -0.323     -0.0476  0.135     4.82    -3.26    -0.47     3.60
   111    0.106    0.003     -0.5064  0.135     1.40     2.26   -14.35    15.40
   211    0.263    0.267     -0.4900  0.140    11.61     7.21   -18.94    27.00
   211   -0.003    0.178     -0.2055  0.140    16.57    25.61    -6.57    32.69
   111    0.151    0.191      0.2680  0.135     3.74    14.38     6.05    18.40
   111    0.234    0.073     -0.0911  0.135    16.73    25.54    -6.50    32.69
   111   -0.058   -0.174      0.2448  0.135    -2.74    -2.94     2.89     8.40
   211    0.037    0.022     -0.1351  0.140   -23.43   -12.48    -3.71    35.18
   111   -0.373   -0.037     -0.0193  0.135   -23.66   -12.52    -3.58    35.18
   211   -0.266    0.246      0.3944  0.140    -7.04     1.00     5.06     6.40
   211   -0.165    0.423     -0.0530  0.140    -4.37     3.52    -0.53     4.00
   211    0.800    0.129      0.1992  0.140 0.38E+06 0.11E+06 0.60E+05 0.43E+06
  -211    0.330   -0.019     -0.0123  0.140     4.69     3.04     1.32     4.20
   111    0.271    0.059     -1.7382  0.135     6.42     4.58    -6.34     7.00
   111    0.083    0.241      0.0773  0.135     1.12     6.60    -1.31     8.80
   111    0.264   -0.071     -2.2284  0.135     5.66     6.41   -12.10    12.60
   211   -0.117    0.254      0.0849  0.140    -0.98     7.17     0.96     3.60
   111    0.239    0.166     -0.0146  0.135 0.38E+06 0.11E+06 0.60E+05 0.43E+06
   111    0.055    0.430      0.0753  0.135     1.50     6.39     0.31     3.60
   111   -0.506    0.250      1.9921  0.135    -7.20    -1.14    10.29    10.80
   111    0.117   -0.144     -0.1667  0.135    -4.64     0.77   -16.74    19.40
   211   -0.369    0.077     -1.3415  0.140    -7.12    -2.58    -3.31     3.60
   211   -0.081   -0.408      0.1749  0.140    -0.23    -7.08     0.92     3.60
   111    0.039   -0.249      0.0237  0.135    -5.70    -9.73    -6.23    10.00
  -211    0.053    0.403     -0.3471  0.140     0.70     6.77    -1.13     8.40
   111    0.590    0.055      0.0390  0.135     7.43    -1.66     0.04     3.60
  -211    1.028    0.169      0.0219  0.140    17.42     2.85     2.05    15.80
   211    0.363   -0.262      0.0780  0.140     6.72    -3.90     0.55     5.80
  3112    0.767   -0.589     -1.8408  1.197     4.37     0.76    -2.61     3.60
  -211   -0.426   -0.750     -0.8749  0.140    -5.81    -6.02    -2.40     4.00
   211    0.722    0.211      1.4038  0.140     8.42     5.50    13.84    16.00
   211    0.348   -0.282     -0.8633  0.140     4.01    -5.34    -6.14     7.00
