     1   -0.975   -0.369      0.110  0.010    -2.03    -4.13    -0.25     1.54
     1    1.290    2.142     -1.199  0.010     5.63     6.42    -2.77     7.97
     1    0.201    0.048      0.229  0.010     1.73     0.01     2.53     6.23
     1    0.019   -0.089     -0.034  0.010     0.77    -3.19    -0.42     9.14
     2   -0.386    0.006     -0.313  0.006    -8.50     0.09    -4.03     7.97
     1    0.057   -0.204     -0.499  0.010    -3.96    -0.74    -4.89     8.01
     1   -0.230   -0.436      0.025  0.010    -3.43    -1.78     0.97     4.32
     1    0.056    0.441      0.334  0.010    -0.28    -1.50     1.18     5.16
    -2    0.354   -0.502     -0.074  0.006     2.33    -3.35    -0.94     5.12
     1   -0.022    0.667     -0.410  0.010     2.93     5.64    -1.35     2.87
    -2   -0.033    0.662     -0.164  0.006     2.96     4.28    -0.87     1.63
    -2    0.060   -0.047      0.232  0.006    -1.56    -6.64     0.66     1.42
     1    0.283   -0.279      0.628  0.010    -1.49    -6.82     0.54     1.13
     2    1.877   -0.622      1.285  0.006     2.61    -3.65     2.31     3.77
    -2    0.019   -0.251      0.863  0.006     2.01    -5.37    12.55    15.14
     1    0.181    0.121      0.246  0.010    -2.02     4.58     1.40     4.00
    -1   -0.221    0.253      0.158  0.010    -4.25     4.00     1.24     5.35
    -1    0.337    0.729      0.356  0.010     1.14    -0.24     0.06     2.53
     2    1.234    0.527     -0.755  0.006     2.29    -0.18    -1.64     3.54
     1   -0.131    0.014      0.099  0.010    -3.07    -3.77     2.78     4.18
    -1   -0.409    0.148     -0.632  0.010    -3.59     1.23    -8.72    11.08
    -2    0.454   -0.118     -0.018  0.006     6.71    -0.02     2.39     4.09
    -1    0.006   -0.257      0.034  0.010     3.81    -2.28     0.60     6.36
    -2    0.318    0.400      0.133  0.006     3.94     2.98     0.77     1.96
     1    0.087   -0.117      0.125  0.010     2.70    -4.33    14.27    16.37
    -3   -0.010    0.041     -0.049  0.199    -2.22    -2.85    -0.58     5.56
    -1   -0.362   -0.929      0.173  0.010    -3.12    -3.59     0.42     2.29
     2    0.014   -0.040      0.567  0.006     0.21    -2.29     9.51    11.05
     1    0.049   -0.401      0.391  0.010    -0.03    -0.18     0.25     4.15
     1    0.046   -0.012      0.182  0.010     0.57     0.28    -0.67     1.88
     1   -0.100    0.009     -0.716  0.010    -1.07    -0.49    -2.59     3.58
     2    0.011   -0.206     -0.265  0.006    -2.03    -2.83     0.25     3.95
     2   -0.073   -0.013     -0.732  0.006    -4.70    -3.62   -12.28    13.20
     2   -0.368   -0.183      1.249  0.006    -1.34    -1.19     3.16     4.14
     1    0.524   -0.290     -0.268  0.010     0.25    -3.90    -0.29     0.98
    -3    0.747   -0.801     -2.154  0.199     0.66    -4.21    -2.24     2.71
     2   -0.854   -0.180      0.902  0.006    -5.18    -3.34     0.62     1.15
    -1   -1.837    0.250      0.972  0.010    -9.36    -2.57     2.36     5.56
     1    0.283    0.498      0.166  0.010     2.98     1.97     2.56     4.45
     1    0.694   -1.368     -0.896  0.010     3.71    -2.06    -1.64     5.77
     1    0.485    0.462      0.709  0.010     2.09     2.58     2.30     4.04
    -3    0.238   -0.226     -0.207  0.199     0.52     1.92    -0.96     4.69
     1    0.048    0.178      0.142  0.010     2.22     2.41    -0.56     3.42
     1   -0.429   -0.397      0.857  0.010    -3.70     1.09     0.94     1.41
    -2   -0.215    0.014      0.039  0.006    -3.95     1.26     0.17     1.58
    -2   -0.739   -0.097     -0.706  0.006    -3.52    -3.32    -2.80     4.26
     1    0.273   -0.095      0.199  0.010     1.39    -3.85     4.76    10.09
    -2   -0.062   -0.129     -0.078  0.006    -1.62    -5.26    -2.14     6.14
    -1   -1.524   -1.107     -0.595  0.010     0.51    -4.10    -1.49     3.42
    -1    0.561   -0.117     -0.420  0.010     2.54    -2.50    -0.84     2.96
    -2   -0.147    0.240      0.722  0.006    -1.47     5.67     1.84     2.73
    -1   -0.015    0.020      0.147  0.010    -0.34     3.27     4.42     4.90
    -2   -0.756   -0.235      2.993  0.006    -1.34     3.09     5.73     6.33
     2   -0.038   -0.250      1.886  0.006     0.55    -6.67    30.73    32.00
     1   -0.113   -0.493      0.369  0.010    -1.93    -1.47     1.44     4.42
     1   -0.118   -0.686     -0.331  0.010    -3.51    -2.41    -0.77     4.46
     1    0.076   -0.169      0.012  0.010     3.31    -8.41     5.92    12.39
    -1   -0.583   -0.868      0.578  0.010    -1.32    -3.83     0.20     0.51
    -1   -0.080    0.821      1.397  0.010    -1.49     7.93    14.01    16.52
     1   -0.036    0.283      0.296  0.010     0.62     3.02     1.11     2.64
    -1    0.188    0.401     -0.516  0.010     1.60     4.03    -8.92    12.15
     1    0.104    0.122     -0.796  0.010     0.31     1.15    -8.25     9.78
     3   -0.876   -0.433     -0.909  0.199    -1.28     0.33    -4.97     8.19
    -1    0.355    0.132     -0.455  0.010     4.74     3.59    -8.50    10.18
    -2   -1.020    1.853     -0.393  0.006    -0.06     7.03    -0.62     4.46
     2    0.075    0.209     -0.175  0.006     3.40     7.29    -0.25     3.02
     3    0.818    0.661      1.698  0.199     5.15     3.45     6.60     8.63
    -2    0.122   -0.310      0.368  0.006     4.04    -5.02    12.78    14.99
    -1    0.241    0.058      0.634  0.010     1.10     1.52     6.72     8.53
     2    0.558   -0.302     -1.109  0.006     2.72    -6.95   -16.52    18.92
    -3    0.085   -0.387     -1.144  0.199    -1.93    -3.78    -4.78     5.47
     2   -0.040   -1.023      0.153  0.006     0.48    -6.35    -0.39     3.37
     2    0.078   -0.002      0.113  0.006    -1.29    -0.48     5.42     8.21
    -4    0.466    0.125     -0.137  1.350     0.49    -2.17    -2.77    12.21
     2    0.879   -0.211      0.401  0.006     2.35     4.84     0.45     2.77
    -3    0.404    0.701     -0.659  0.199     1.40     5.60    -1.69     3.14
     2    0.008   -0.000     -0.049  0.006    -3.09    -1.84     0.42     4.95
    -1   -0.497    0.388      0.592  0.010    -2.94     0.39     0.30     0.66
     1    0.209   -0.282      0.837  0.010     1.15    -1.69     4.35     5.50
    -3   -0.082   -0.458     -1.427  0.199     2.36    -3.05   -10.30    11.40
    -1   -0.640   -0.376     -0.844  0.010    -3.28    -1.78    -1.27     1.90
     2   -0.534    0.081     -0.454  0.006    -4.46    -2.08    -1.80     3.17
     1   -2.437    1.067      1.874  0.010    -5.89     2.53     0.61     1.10
    -2   -0.650   -0.202      0.632  0.006    -6.37     1.25     4.57     5.91
     3   -0.176    0.173      0.031  0.199    -1.45    -0.39    -0.96     5.70
    -2    0.028   -0.113      0.263  0.006    -0.27    -2.36    13.89    14.66
    -2   -0.047    0.277      0.171  0.006     4.45     1.46    -1.44     3.70
     1    0.625   -0.886      0.187  0.010     2.87     1.83    -0.39     2.14
     1    0.279   -0.289     -0.328  0.010     3.78    -0.79    -0.28     1.19
     2    0.183    0.026      0.132  0.006     4.70     0.07    -0.63     1.85
     2    0.718   -0.235     -0.289  0.006     5.12    -1.02    -1.04     3.06
    -2    0.110   -0.274     -0.510  0.006     1.18    -5.85   -12.61    15.03
     2   -0.021    0.046      0.027  0.006     3.32    -4.48    -4.57     8.95
    -2   -0.294   -0.538      0.254  0.006    -1.99    -0.90     1.81     4.94
     1    0.728   -0.272      0.261  0.010     3.55    -0.03     0.32     4.72
     2    0.862   -0.323     -1.218  0.006     5.93     2.15    -1.73     2.34
    -3    0.708   -0.382      0.065  0.199     5.98     1.98     0.00     0.82
     3   -0.193    0.778      0.276  0.199    -1.29    -1.23     1.70     4.00
    -2   -0.092   -0.018     -0.074  0.006    -0.76    -3.14    -0.17     2.55
     1   -0.227    0.324     -0.687  0.010    -2.61     3.05    -5.20     6.05
    -1   -0.768    0.287     -0.251  0.010    -2.44     1.87    -0.12     2.94
     3   -0.647   -1.310     -0.708  0.199     4.47    -1.76    -0.48     1.04
    -1   -0.015   -0.290     -0.062  0.010     5.14    -1.85    -0.77     1.95
    -2   -0.171    0.389     -0.309  0.006    -4.06    -0.45    -1.47     2.22
     1   -0.464    0.386     -1.146  0.010    -4.14     0.80    -5.31     7.64
     1   -0.051    0.148      0.142  0.010    -3.43     4.28    -0.20     3.00
    -3   -0.967    0.208     -0.598  0.199    -3.12     3.90     0.04     0.75
     1   -0.052   -0.067      0.328  0.010    -1.10    -3.49     2.54     3.12
    -1   -0.232   -0.362      0.808  0.010    -2.62    -4.53     2.86     4.10
     1    0.274   -0.737      1.278  0.010     1.13    -6.51     0.20     0.24
    -3    1.311   -2.555      5.031  0.199     1.13    -6.50     0.20     0.24
     1    0.237    0.768     -0.399  0.010    -3.07     6.95    -0.39     0.89
    -3    0.549    0.835      0.088  0.199    -3.24     6.30    -0.02     0.09
    -2   -0.908    0.115      0.103  0.006    -3.72     2.18    -0.04     1.66
     2   -0.069    0.253      1.410  0.006     0.08     4.75    18.13    19.29
     1    0.566   -0.202      0.032  0.010     4.71    -0.56     0.22     3.23
    -1    0.076    0.813     -0.012  0.010     3.31     2.92    -1.75     4.71
     2   -0.201   -0.525      1.477  0.006    -4.94     0.06     9.79    10.50
    -2   -0.057   -0.064      0.248  0.006    -4.13    -1.26     2.13     6.50
    -1    0.076    0.216      0.130  0.010     1.46     2.37     0.74     1.86
     2    1.069    0.330      0.298  0.006     2.40     3.62     0.70     2.71
     3    0.271   -0.037      0.516  0.199     1.35    -8.54     4.31     5.58
    -1    2.023   -1.269      3.276  0.010    -1.16    -6.19     0.07     0.09
     2    0.164    0.303      0.298  0.006     5.92    -0.89     0.02     0.09
    -1   -0.922    0.472      1.319  0.010     2.92     2.19     3.62     6.01
    -3    0.891    0.316     -0.134  0.199     5.94     2.24     0.02     0.69
    -2    0.661    0.286     -0.451  0.006     5.47     2.23    -0.14     0.28
    -1    0.763    0.625      0.152  0.010     5.80     2.20     0.13     0.59
     2   -0.144    0.593     -0.045  0.006    -3.01     1.88    -1.99     3.55
     1    0.306    0.015      0.392  0.010    -0.36    -1.62    -0.40     2.78
     1   -0.002   -0.276      0.144  0.010    -0.05    -1.42    -1.64     4.34
    -2   -0.061   -0.018      0.002  0.006    -5.67    -3.02     0.00     0.81
     3   -0.831   -2.084     -1.279  0.199    -5.92    -3.15    -0.04     0.09
     1    0.170   -0.131     -0.664  0.010     1.03    -6.54    -0.32     0.41
     1    0.462    0.170     -0.536  0.010     2.31    -6.10    -1.54     2.10
     2    1.589   -0.064     -0.381  0.006     1.10    -6.61    -0.04     0.09
    -1    0.098   -0.121      0.070  0.010     3.74    -0.43    -0.37     1.85
     3    0.424    1.018      1.004  0.199     3.66     2.07     4.18     5.97
     1    0.286   -1.077      0.353  0.010    -0.82    -8.92     0.86     2.91
    -2    0.468   -0.436     -0.283  0.006    -0.84    -6.95    -0.26     0.96
     3   -0.534   -0.121      0.414  0.199    -4.40    -3.24     1.27     2.69
    -2   -0.102   -0.239      0.265  0.006    -4.74    -2.15     1.76     3.22
    -1   -0.128   -0.152      0.443  0.010    -0.28     0.37     3.23     3.75
    -1   -0.078    0.064      0.355  0.010    -2.92     2.57    17.68    18.66
    -1    0.199    0.039     -0.362  0.010     1.75     1.98     0.17     3.54
     2    0.083   -0.107     -0.023  0.006     2.01    -0.49     4.39     6.28
    -2    0.210   -0.254     -0.118  0.006     1.60    -0.65     1.43     5.66
     1    0.033   -0.042     -0.026  0.010    -2.18    -4.84    -8.11     8.93
     1   -0.032   -0.093     -0.143  0.010    -1.38    -5.17    -1.40     4.06
     2   -0.406    0.225      0.278  0.006    -2.12    -3.31     0.27     1.41
     1    0.142   -0.283     -0.264  0.010     3.85    -0.52    -1.71     4.10
    -3    0.475    0.061      0.055  0.199     2.99    -3.26    -0.44     3.03
     1    0.369    0.754      0.024  0.010    -0.06     2.83    -1.34     3.48
    -1   -0.367    0.233      0.561  0.010    -2.27     3.36     0.40     3.02
    -2    0.061    0.308      0.417  0.006    -3.26     1.45     4.02     7.10
     1   -0.102    0.174      0.249  0.010    -1.16     4.38    -0.51     1.62
     3   -0.447   -0.501      0.581  0.199    -7.73    -4.72     6.13    12.15
    -2    0.430    0.545      0.139  0.006     0.57    -3.31     2.08     5.01
    -1   -0.086   -0.035      0.024  0.010    -2.22     0.22    -2.99     4.74
    -1   -0.394    0.248      1.129  0.010    -4.38     1.59     9.83    10.50
    -1    0.041    0.695      0.016  0.010    -2.56     2.03     1.14     2.55
     3   -0.914    0.448     -0.129  0.199    -7.27     3.52    -0.18     4.51
    -2   -1.086    0.698      0.497  0.006    -4.51     2.24     1.27     1.89
     1    0.064   -0.131     -0.147  0.010     3.28    -2.02     0.03     2.23
     2    0.635    0.112     -1.623  0.006     7.31    -1.87   -11.95    12.88
     2   -0.009    0.017     -0.061  0.006     5.47    -4.79    -0.45     9.15
     1    0.538    0.122      0.225  0.010     4.84     0.72     1.51     2.53
     2    0.367   -0.674      1.384  0.006     5.36     0.85     1.52     2.21
     1    0.172   -0.059     -0.151  0.010     5.37     1.16    -4.13     4.91
     2    0.023   -0.175     -0.221  0.006    -0.79    -2.67    -5.84     8.17
    -3   -1.216    0.074      1.544  0.199    -5.29    -0.98     5.20     7.66
     2    1.415   -0.561      1.976  0.006    -1.44     2.21     4.22     5.66
    -2   -0.239   -0.060      0.829  0.006    -2.06     1.07     6.75     7.90
    -2    0.093   -0.037     -0.750  0.006    -0.57     1.23    -9.45    11.04
     1   -2.095   -1.664     -4.056  0.010    -3.27     1.46    -5.87     6.96
    -1    0.642    0.327     -0.220  0.010     4.14     0.21     0.38     1.68
     2    0.043    0.463      0.179  0.006     4.01     1.41    -0.96     5.25
     3    0.086   -0.034     -0.130  0.199     4.29    -1.50     1.11     3.55
    -3    0.170    0.057     -0.002  0.199     3.31     1.19     0.85     5.80
    -3    0.112   -0.374      0.695  0.199     3.21    -1.64     1.52     2.31
     1    0.598   -0.328      1.112  0.010     2.21    -3.61     6.68     8.34
    -2   -0.375   -0.017     -0.882  0.006    -3.97    -0.59    -5.37     6.18
    -1    0.127   -0.091      0.073  0.010     1.11    -2.39    -1.35     5.71
    -3   -0.084   -0.011     -0.035  0.199    -4.22    -1.26    -4.99    10.16
    -1   -0.242   -0.503      0.395  0.010    -3.24    -4.41     0.45     1.11
     3   -0.032   -0.456      0.027  0.199    -2.75    -4.50    -0.22     0.86
    -3   -0.783   -0.322      0.021  0.199    -3.60    -2.15    -0.49     1.44
     1   -0.050   -0.040      0.163  0.010     3.14    -4.20     0.64     8.13
     2   -0.887    0.303     -0.144  0.006    -5.36    -0.45     0.27     1.27
     1   -0.295    0.018      0.113  0.010    -5.83    -1.17    -0.52     1.55
     1   -0.399    0.277      0.225  0.010    -4.82    -0.55     0.53     1.07
     1    0.203    0.151      0.928  0.010     5.21     0.97    28.04    29.26
     2   -0.557    0.084      0.237  0.006     0.51    -3.47     3.54     5.19
     1    0.071   -0.362      0.150  0.010     3.68    -3.07     0.60     1.24
    -2   -0.314    0.323     -0.095  0.006     0.34     6.21     0.78     7.84
     2    0.223    0.104     -0.618  0.006     7.80     2.58   -10.26    12.55
     3   -0.911    0.896     -0.153  0.199    -2.97     4.90    -0.17     0.44
    -2   -0.129    0.706     -0.473  0.006    -2.81     4.62    -0.04     0.10
    -3    0.291   -0.300     -0.380  0.199     0.45    -2.24    -1.16     4.64
     1    0.075   -0.807     -0.083  0.010     0.34    -3.17     0.79     4.57
     1   -0.004   -0.134      0.131  0.010     0.31    -3.09     0.34     1.54
     1   -0.475   -0.483     -0.213  0.010    -1.89    -3.43     0.91     2.66
     2    0.128    0.587     -2.576  0.006    -1.50    -0.31   -19.27    19.82
    -3   -0.632   -0.462     -0.707  0.199    -3.26    -3.34    -1.88     4.36
    -2    0.021   -0.002      0.170  0.006    -5.17    -2.32     5.88    10.09
    -2   -0.032   -0.171     -0.278  0.006     2.15    -3.70    -4.46     7.84
    -2    0.083    0.613     -0.500  0.006    -1.30     4.17    -1.21     2.65
     1    0.035    0.312      0.351  0.010    -0.14     3.33     8.81     9.96
     2   -0.171    0.230     -0.203  0.006     1.05     0.23    -5.93     9.20
    -2    1.981   -0.104     -0.865  0.006     5.26    -4.79    -1.34     2.40
    -1    0.252    0.292      0.125  0.010     0.59    -2.48     6.87     8.91
    -2    0.450    0.003     -0.372  0.006     0.53    -5.40    -2.57     3.88
    -2    0.029   -0.027      0.062  0.006     1.14    -7.43     7.62    12.79
    -3   -0.121    0.027      0.513  0.199    -5.41    -1.49    12.26    15.43
     2    0.009   -0.288     -0.189  0.006    -2.93    -3.05     0.56     2.92
     1   -0.900   -0.217     -0.068  0.010   -11.74    -3.56     0.74    16.15
    -2    0.154   -0.220     -0.310  0.006     1.94    -3.37    -2.66     7.07
     2   -0.009    0.100     -0.024  0.006    -0.86     1.74    -3.54     7.51
     1    0.074    0.260      1.588  0.010    -0.25     4.13    44.29    45.70
     3    0.059    0.154      0.355  0.199     2.40     0.82     4.72     5.15
    -2    1.223   -1.179     -0.003  0.006     5.63     0.72     0.03     0.35
     1    0.221   -0.085      0.734  0.010     4.35     0.20     6.72     7.82
     3    0.013    0.437     -0.577  0.199    -3.46     2.74    -3.47     6.31
    -3   -1.082   -0.263     -0.145  0.199   -11.39    -4.81    -1.93     9.59
    -3   -0.090   -0.508      0.108  0.199     4.61    -3.15     0.11     0.39
     1    0.843    0.905     -0.743  0.010     5.43    -1.87    -0.55     1.65
     1    0.260   -0.194     -0.126  0.010     5.13    -4.13    -2.78     9.97
    -2    0.053   -0.508      0.234  0.006    -0.41    -1.23    -1.74     3.98
    -1    0.303    0.291      0.583  0.010     0.37     0.65     5.99     6.93
    -2   -0.027   -0.235     -0.004  0.006     2.68    -0.58     0.13     4.41
    -2    0.137    0.175     -0.218  0.006    -2.38     0.44    -4.91     6.97
     2   -0.346    0.589      0.334  0.006    -1.14     5.65     0.76     2.13
     2    0.160    0.435      0.089  0.006    -0.41     5.38     0.48     1.72
     2   -0.140    0.119     -0.091  0.006    -1.20     4.48    -2.02     3.46
    -1   -0.049   -0.153      0.219  0.010     0.96    -0.25    15.82    17.83
     2   -0.347   -0.130      0.120  0.006    -2.93    -3.10     3.43     5.96
     2   -0.139   -0.427     -0.429  0.006    -0.35    -0.27    -3.74     5.13
    -2    0.394   -0.060     -0.575  0.006     3.01     0.42    -5.12     6.45
    -1    0.339   -0.243     -0.470  0.010     2.34     1.13    -0.74     3.59
     2   -0.387    0.446     -0.246  0.006    -3.40     7.29    -4.94    10.94
     2   -0.099   -0.050      0.048  0.006    -1.08    -1.42    -4.08     6.89
    -2    0.383    0.452      0.038  0.006     1.07     1.01     0.35     1.41
    -1   -0.491   -0.154     -0.154  0.010     2.14    -3.61    -1.14     3.73
     2    0.119   -0.300     -0.131  0.006     4.17    -0.80    -0.65     1.09
     2   -0.849    0.050      0.147  0.006    -3.07    -0.11    -0.16     6.25
    -1   -0.008   -0.126     -0.215  0.010     0.72     2.19    -4.76     6.10
     1   -0.264    0.506     -0.914  0.010    -6.97     2.90    -4.49     7.69
     2   -0.074   -0.084     -0.182  0.006    -4.07    -1.98    -2.72     3.22
     3   -0.158   -0.006     -0.203  0.199    -4.99    -2.33    -1.25     6.28
    -1   -0.013    0.087     -0.092  0.010    -2.68    -0.01     3.77     6.26
     1    0.095   -0.055      0.040  0.010     0.01    -1.25    -0.66     4.79
    -1   -1.272   -0.495      0.971  0.010    -4.49    -4.54     0.31     0.65
     1    0.236    0.029      0.114  0.010    -3.33    -4.38     1.08     2.06
     1    0.118   -0.029     -0.164  0.010     1.04     2.21    -2.57     7.46
    -1   -0.262    0.656      0.343  0.010    -0.54     4.08    -0.31     1.67
    -2    1.351    0.034      0.874  0.006     4.27     2.36     0.76     1.71
     1    0.581   -0.742      0.133  0.010     2.65     0.59     0.52     3.48
    -2   -1.085   -0.177      0.183  0.006     0.20    -2.58     0.07     1.34
     2    0.493    0.278      0.049  0.006     2.05    -2.21     1.03     2.53
    -1   -0.287    0.060      0.073  0.010    -2.57     2.22    -0.23     3.54
    -1   -0.283    0.043     -0.076  0.010    -2.63     3.18     0.90     2.21
    -2   -0.080    0.046      0.724  0.006    -2.88     3.00    12.25    13.56
     3    1.141    0.178      0.636  0.199     3.48     2.31     3.46     5.28
    -1    0.003    0.343     -0.786  0.010     0.43     3.70    -1.99     3.28
     2   -0.306    0.095      0.598  0.006    -2.39     1.18     1.58     2.64
     1    0.059   -0.025      0.093  0.010    -2.08     1.51    -2.50     4.42
     1   -0.122    0.111     -0.224  0.010    -2.36     2.00    -0.70     4.99
    -2    0.000    0.064     -0.090  0.006    -2.13     0.47    -2.62     5.23
     1   -0.413   -0.081      0.399  0.010    -4.52     1.07     1.53     4.06
    -3   -0.152   -0.250     -0.090  0.199    -2.81     1.65    -3.18     4.47
     2   -0.536    0.060     -0.399  0.006    -2.78     1.52    -1.75     3.48
    -1    0.028    0.783      0.305  0.010     2.26     5.23     0.39     3.06
     2   -1.386    0.328      0.314  0.006     0.81     6.16    -0.28     1.64
     2    0.410    0.029      0.243  0.006     2.20    -0.86    -1.49     3.63
     3   -0.049    0.035     -0.031  0.199    -0.99     1.63    -0.82     7.72
     2    0.126    0.156      0.056  0.006     4.62     3.26    -2.17     7.47
     1    0.450    0.262     -0.202  0.010     7.09     5.55    -0.38     7.33
    -3    0.265   -0.087      0.553  0.199     5.76     0.40     5.85     7.00
    -1    0.469    1.062     -0.190  0.010    -0.13     5.90    -0.01     0.10
     2    0.260    0.685     -0.017  0.006    -0.13     5.90    -0.01     0.10
    -1    0.742   -0.124      0.356  0.010     6.03     0.35     0.62     2.72
     2    0.151   -0.059     -0.797  0.006     4.03    -0.24   -11.90    12.19
     2   -0.132   -0.119     -0.037  0.006     0.32    -1.60     1.35     2.88
    -1    0.182    0.963     -0.593  0.010     2.67     3.21    -2.21     4.97
    -2   -0.081    0.182      0.609  0.006    -3.45     5.17     3.36     3.88
    -2   -0.087    0.559      0.292  0.006    -2.71     5.21     4.00     9.92
    -2    0.285    0.102     -0.127  0.006     1.36     4.09    -2.12     4.90
     3   -0.008    0.668      0.151  0.199    -0.34     2.41     1.19     6.77
    -2    0.486   -0.031     -0.454  0.006     3.21    -3.64    -1.62     4.69
     2    0.268   -0.950      0.057  0.006     3.39    -4.47    -0.41     4.29
     2    0.932   -0.701      1.538  0.006     2.72    -0.99     1.92     2.10
